pincode,district,state,population,bio_txn,demo_txn,enroll_txn,total_txn,bio_has_any_record,demo_has_any_record,enroll_has_any_record,presence_flag,bio_share,demo_share,enroll_share,dominant_service_type,demand_diversity,presence_without_usage
560045,Bengaluru,Karnataka,0.0,20348.0,10504.0,2805.0,33657.0,1.0,1.0,1.0,True,0.6045696289033485,0.3120896098879876,0.08334076120866388,biometric,0.7962287216157453,False
560046,Bangalore,Karnataka,0.0,2517.0,903.0,223.0,3643.0,1.0,1.0,1.0,True,0.6909140818007137,0.24787263244578644,0.061213285753499866,biometric,0.7028810889609826,False
560047,Bengaluru,Karnataka,0.0,8795.0,3624.0,1054.0,13473.0,1.0,1.0,1.0,True,0.6527870555926668,0.2689824092629704,0.0782305351443628,biometric,0.7563711539483117,False
560048,Bengaluru,Karnataka,0.0,3517.0,2162.0,1053.0,6732.0,1.0,1.0,1.0,True,0.5224301841948901,0.3211527035056447,0.15641711229946523,biometric,0.9049254900962996,False
560049,Bangalore Rural,Karnataka,0.0,5114.0,9344.0,1814.0,16272.0,1.0,1.0,1.0,True,0.3142822025565388,0.5742379547689282,0.11147984267453294,demographic,0.8436857915669999,False
560050,Bangalore,Karnataka,0.0,3624.0,1573.0,152.0,5349.0,1.0,1.0,1.0,True,0.6775098149186763,0.2940736586277809,0.028416526453542718,biometric,0.6598187283648825,False
560051,Bangalore,Karnataka,0.0,3174.0,876.0,139.0,4189.0,1.0,1.0,1.0,True,0.7576987347815708,0.20911912150871328,0.03318214370971592,biometric,0.5921000667143621,False
560052,Bengaluru,Karnataka,0.0,40.0,27.0,3.0,70.0,1.0,1.0,1.0,True,0.5714285714285714,0.38571428571428573,0.04285714285714286,biometric,0.7484254340609214,False
560053,Bengaluru,Karnataka,0.0,3151.0,829.0,153.0,4133.0,1.0,1.0,1.0,True,0.7624001935639971,0.2005806919912896,0.037019114444713286,biometric,0.5926515184036988,False
560054,Bangalore,Karnataka,0.0,3265.0,1341.0,137.0,4743.0,1.0,1.0,1.0,True,0.6883828800337339,0.2827324478178368,0.028884672148429266,biometric,0.6522703136094926,False
560055,Bangalore,Karnataka,0.0,715.0,285.0,29.0,1029.0,1.0,1.0,1.0,True,0.6948493683187561,0.27696793002915454,0.028182701652089408,biometric,0.645485808253986,False
560056,Bangalore,Karnataka,0.0,5370.0,2905.0,271.0,8546.0,1.0,1.0,1.0,True,0.6283641469693424,0.33992511116311724,0.03171074186754037,biometric,0.6992335350279464,False
560057,Bangalore,Karnataka,0.0,4979.0,2032.0,197.0,7208.0,1.0,1.0,1.0,True,0.6907602663706992,0.28190899001109876,0.027330743618201998,biometric,0.6470745045914823,False
560058,Bangalore,Karnataka,0.0,8214.0,6174.0,939.0,15327.0,1.0,1.0,1.0,True,0.535917009199452,0.4028185554903112,0.061264435310236835,biometric,0.7934072439083323,False
560059,Bengaluru,Karnataka,0.0,934.0,525.0,74.0,1533.0,1.0,1.0,1.0,True,0.6092628832354859,0.3424657534246575,0.04827136333985649,biometric,0.7420090397259516,False
560060,Bengaluru,Karnataka,14118.916666666666,8349.0,6790.0,749.0,15888.0,1.0,1.0,1.0,True,0.5254909365558912,0.4273665659617321,0.04714249748237664,biometric,0.7695372680414679,False
560061,Bangalore,Karnataka,289.9166666666667,5781.0,5647.0,1384.0,12812.0,1.0,1.0,1.0,True,0.45121760849203874,0.4407586637527318,0.10802372775522948,biometric,0.8743511597435409,False
560062,Bengaluru,Karnataka,4648.416666666667,6613.0,5283.0,1048.0,12944.0,1.0,1.0,1.0,True,0.5108930778739185,0.40814276885043266,0.08096415327564895,biometric,0.8304923454947011,False
560063,Bengaluru,Karnataka,0.0,701.0,501.0,42.0,1244.0,1.0,1.0,1.0,True,0.5635048231511254,0.40273311897106107,0.03376205787781351,biometric,0.7317348449732625,False
560064,Bangalore,Karnataka,82380.83333333333,12259.0,14008.0,2544.0,28811.0,1.0,1.0,1.0,True,0.42549720592829127,0.4862031862830169,0.08829960778869182,demographic,0.8451625618073572,False
560065,Bangalore,Karnataka,0.0,848.0,362.0,39.0,1249.0,1.0,1.0,1.0,True,0.6789431545236189,0.2898318654923939,0.03122497998398719,biometric,0.6645519956530607,False
560066,Bangalore,Karnataka,0.0,5309.0,7382.0,1820.0,14511.0,1.0,1.0,1.0,True,0.3658603817793398,0.5087175246364827,0.12542209358417752,demographic,0.8848271974087045,False
560067,Bengaluru,Karnataka,0.0,6253.0,7998.0,2252.0,16503.0,1.0,1.0,1.0,True,0.3789008059140762,0.4846391565169969,0.13646003756892686,demographic,0.901642316362899,False
560068,Bengaluru,Karnataka,3317.5,12881.0,15223.0,3698.0,31802.0,1.0,1.0,1.0,True,0.40503741903024965,0.4786805861266587,0.11628199484309162,demographic,0.8819541770784874,False
560069,Bengaluru,Karnataka,0.0,1011.0,191.0,38.0,1240.0,1.0,1.0,1.0,True,0.8153225806451613,0.15403225806451612,0.03064516129032258,biometric,0.5110121860588734,False
560070,Bangalore,Karnataka,0.0,5828.0,2210.0,288.0,8326.0,1.0,1.0,1.0,True,0.6999759788613981,0.26543358155176555,0.03459043958683641,biometric,0.653665475552636,False
560071,Bangalore,Karnataka,0.0,913.0,366.0,47.0,1326.0,1.0,1.0,1.0,True,0.6885369532428356,0.27601809954751133,0.03544494720965309,biometric,0.6650623795974447,False
560072,Bangalore,Karnataka,66.58333333333333,7201.0,3203.0,322.0,10726.0,1.0,1.0,1.0,True,0.6713593138168935,0.29862017527503265,0.03002051090807384,biometric,0.6678052105217295,False
560073,Bangalore,Karnataka,0.0,6249.0,6895.0,370.0,13514.0,1.0,1.0,1.0,True,0.46240935326328253,0.5102116323812342,0.027379014355483202,demographic,0.7268298223082073,False
560074,Bengaluru,Karnataka,23877.166666666668,566.0,505.0,33.0,1104.0,1.0,1.0,1.0,True,0.5126811594202898,0.45742753623188404,0.029891304347826088,biometric,0.7329408890886725,False
560075,Bengaluru,Karnataka,0.0,4381.0,1238.0,466.0,6085.0,1.0,1.0,1.0,True,0.7199671322925226,0.20345110928512736,0.07658175842235004,biometric,0.6893015049516682,False
560076,Bangalore,Karnataka,0.0,9326.0,9595.0,1870.0,20791.0,1.0,1.0,1.0,True,0.4485594728488288,0.46149776345534127,0.08994276369582993,demographic,0.8493597070706665,False
560077,Bengaluru,Karnataka,0.0,7202.0,7534.0,2090.0,16826.0,1.0,1.0,1.0,True,0.4280280518245572,0.4477594199453227,0.12421252823012005,demographic,0.8939116262499004,False
560078,Bengaluru,Karnataka,98.58333333333333,12026.0,9534.0,1999.0,23559.0,1.0,1.0,1.0,True,0.5104630926609788,0.4046861072201706,0.08485080011885054,biometric,0.8362058630423643,False
560079,Bengaluru,Karnataka,0.0,13387.0,5578.0,409.0,19374.0,1.0,1.0,1.0,True,0.6909775988438113,0.2879116341488593,0.02111076700732941,biometric,0.6329279350859386,False
560080,Bengaluru,Karnataka,0.0,258.0,67.0,12.0,337.0,1.0,1.0,1.0,True,0.7655786350148368,0.19881305637982197,0.03560830860534125,biometric,0.5865805471526837,False
560081,Bengaluru,Karnataka,10431.583333333334,138.0,61.0,2.0,201.0,1.0,1.0,1.0,True,0.6865671641791045,0.3034825870646766,0.009950248756218905,biometric,0.6061635236120207,False
560082,Bangalore,Karnataka,2662.8333333333335,2370.0,1587.0,200.0,4157.0,1.0,1.0,1.0,True,0.5701226846283377,0.38176569641568436,0.04811161895597787,biometric,0.7590998644872774,False
560083,Bangalore,Karnataka,42859.583333333336,6547.0,4967.0,632.0,12146.0,1.0,1.0,1.0,True,0.5390251934793348,0.4089412152148856,0.05203359130577968,biometric,0.7760578822080327,False
560084,Bangalore,Karnataka,0.0,6173.0,1816.0,786.0,8775.0,1.0,1.0,1.0,True,0.7034757834757834,0.20695156695156694,0.08957264957264957,biometric,0.7186747260420002,False
560085,Bangalore,Karnataka,0.0,6659.0,5672.0,744.0,13075.0,1.0,1.0,1.0,True,0.5092925430210326,0.43380497131931167,0.05690248565965583,biometric,0.7910335614171218,False
560086,Bengaluru,Karnataka,0.0,5822.0,1300.0,177.0,7299.0,1.0,1.0,1.0,True,0.7976435128099739,0.17810658994382791,0.02424989724619811,biometric,0.5259690114791077,False
560087,Bangalore,Karnataka,0.0,3554.0,4771.0,1529.0,9854.0,1.0,1.0,1.0,True,0.3606657195047696,0.4841688654353562,0.15516541505987416,demographic,0.9176125408907536,False
560088,Bengaluru,Karnataka,10701.666666666666,622.0,278.0,41.0,941.0,1.0,1.0,1.0,True,0.6609989373007439,0.29543039319872477,0.04357066950053135,biometric,0.7012514268555783,False
560089,Bangalore,Karnataka,3622.9166666666665,1285.0,765.0,67.0,2117.0,1.0,1.0,1.0,True,0.6069910250354275,0.36136041568256966,0.03164855928200284,biometric,0.7101147285469378,False
560090,Bengaluru,Karnataka,4708.916666666667,3933.0,2060.0,196.0,6189.0,1.0,1.0,1.0,True,0.6354823073194377,0.3328486023590241,0.03166909032153821,biometric,0.6950586973527831,False
560091,Bangalore,Karnataka,879.1666666666666,15618.0,12704.0,2021.0,30343.0,1.0,1.0,1.0,True,0.514715090795241,0.41867976139472035,0.06660514781003855,biometric,0.807198734620497,False
560092,Bangalore,Karnataka,0.0,4072.0,1729.0,538.0,6339.0,1.0,1.0,1.0,True,0.642372613976968,0.27275595519798074,0.08487143082505128,biometric,0.7718914851470097,False
560093,Bangalore,Karnataka,0.0,2818.0,1396.0,542.0,4756.0,1.0,1.0,1.0,True,0.5925147182506307,0.29352396972245587,0.11396131202691337,biometric,0.8350741682299444,False
560094,Bengaluru,Karnataka,0.0,4730.0,1679.0,351.0,6760.0,1.0,1.0,1.0,True,0.6997041420118343,0.24837278106508875,0.051923076923076926,biometric,0.6821246036575379,False
560095,Bengaluru,Karnataka,0.0,1027.0,297.0,46.0,1370.0,1.0,1.0,1.0,True,0.7496350364963503,0.2167883211678832,0.033576642335766425,biometric,0.602042563829828,False
560096,Bangalore,Karnataka,0.0,6317.0,2280.0,200.0,8797.0,1.0,1.0,1.0,True,0.7180857110378538,0.2591792656587473,0.022735023303398886,biometric,0.6133052665033525,False
560097,Bengaluru,Karnataka,0.0,8601.0,6685.0,1290.0,16576.0,1.0,1.0,1.0,True,0.518882722007722,0.4032939189189189,0.07782335907335908,biometric,0.8240957363309536,False
560098,Bangalore,Karnataka,2900.5,3939.0,2366.0,391.0,6696.0,1.0,1.0,1.0,True,0.5882616487455197,0.3533452807646356,0.058393070489844684,biometric,0.7696794275586022,False
560099,Bangalore,Karnataka,52024.166666666664,4881.0,5937.0,1210.0,12028.0,1.0,1.0,1.0,True,0.4058031260392418,0.49359827070169604,0.10059860325906218,demographic,0.8606511210056014,False
560100,Bangalore,Karnataka,9590.333333333334,7496.0,11173.0,2219.0,20888.0,1.0,1.0,1.0,True,0.3588663347376484,0.5349004212945232,0.10623324396782842,demographic,0.8561976448392259,False
560102,Bengaluru,Karnataka,0.0,4125.0,1939.0,824.0,6888.0,1.0,1.0,1.0,True,0.5988675958188153,0.2815040650406504,0.11962833914053426,biometric,0.8355084523873366,False
560103,Bangalore,Karnataka,0.0,2649.0,1626.0,867.0,5142.0,1.0,1.0,1.0,True,0.5151691948658109,0.3162193698949825,0.16861143523920655,biometric,0.9156237760749936,False
560104,Bangalore,Karnataka,0.0,718.0,210.0,30.0,958.0,1.0,1.0,1.0,True,0.7494780793319415,0.21920668058455114,0.031315240083507306,biometric,0.5982975051709313,False
560105,Bengaluru,Karnataka,71288.5,4553.0,3114.0,336.0,8003.0,1.0,1.0,1.0,True,0.5689116581282019,0.3891040859677621,0.04198425590403598,biometric,0.7475533995388851,False
560106,Bangalore,Karnataka,0.0,10.0,4.0,0.0,14.0,1.0,1.0,0.0,True,0.7142857142857143,0.2857142857142857,0.0,biometric,0.5445684476282007,False
560107,Bengaluru,Karnataka,5628.916666666667,228.0,98.0,7.0,333.0,1.0,1.0,1.0,True,0.6846846846846847,0.29429429429429427,0.021021021021021023,biometric,0.6376388745650304,False
560108,Bengaluru,Karnataka,0.0,441.0,260.0,33.0,734.0,1.0,1.0,1.0,True,0.6008174386920981,0.3542234332425068,0.04495912806539509,biometric,0.7401892561284658,False
560109,Bengaluru,Karnataka,0.0,697.0,804.0,59.0,1560.0,1.0,1.0,1.0,True,0.4467948717948718,0.5153846153846153,0.03782051282051282,demographic,0.7513477292145048,False
560110,Bengaluru,Karnataka,0.0,434.0,211.0,20.0,665.0,1.0,1.0,1.0,True,0.6526315789473685,0.3172932330827068,0.03007518796992481,biometric,0.680968912927316,False
560111,Bengaluru,Karnataka,0.0,215.0,107.0,8.0,330.0,1.0,1.0,1.0,True,0.6515151515151515,0.3242424242424242,0.024242424242424242,biometric,0.668571214805732,False
560112,Bengaluru,Karnataka,5072.583333333333,57.0,36.0,2.0,95.0,1.0,1.0,1.0,True,0.6,0.37894736842105264,0.021052631578947368,biometric,0.687675256371342,False
560113,Bengaluru,Karnataka,0.0,207.0,94.0,9.0,310.0,1.0,1.0,1.0,True,0.667741935483871,0.3032258064516129,0.02903225806451613,biometric,0.6683501735694047,False
560114,Bengaluru,Karnataka,7101.0,390.0,202.0,32.0,624.0,1.0,1.0,1.0,True,0.625,0.32371794871794873,0.05128205128205128,biometric,0.7383834026239384,False
560115,Bengaluru,Karnataka,0.0,147.0,82.0,8.0,237.0,1.0,1.0,1.0,True,0.620253164556962,0.3459915611814346,0.03375527426160337,biometric,0.708028440152295,False
560117,Bangalore Rural,Karnataka,0.0,22.0,20.0,0.0,42.0,1.0,1.0,0.0,True,0.5238095238095238,0.47619047619047616,0.0,biometric,0.6298973459243096,False
561101,Bengaluru South,Karnataka,54290.416666666664,1421.0,607.0,137.0,2165.0,1.0,1.0,1.0,True,0.6563510392609699,0.28036951501154733,0.06327944572748267,biometric,0.7350704692735075,False
561201,Bengaluru South,Karnataka,28165.666666666668,1058.0,389.0,80.0,1527.0,1.0,1.0,1.0,True,0.6928618205631958,0.2547478716437459,0.05239030779305828,biometric,0.6891346152281275,False
561202,Tumakuru,Karnataka,77797.25,5181.0,2275.0,430.0,7886.0,1.0,1.0,1.0,True,0.6569870656860258,0.2884859244230282,0.05452700989094598,biometric,0.7220345757543617,False
561203,Bangalore,Karnataka,124265.0,8564.0,11398.0,572.0,20534.0,1.0,1.0,1.0,True,0.41706438102659005,0.5550793805395928,0.027856238433817085,demographic,0.720197604246111,False
561204,Bangalore Rural,Karnataka,119541.25,1763.0,1120.0,138.0,3021.0,1.0,1.0,1.0,True,0.5835815954981795,0.3707381661701423,0.04568023833167825,biometric,0.7492559455071005,False
561205,Bangalore Rural,Karnataka,0.0,1051.0,723.0,68.0,1842.0,1.0,1.0,1.0,True,0.5705754614549403,0.3925081433224756,0.03691639522258415,biometric,0.7364010102470155,False
561206,Chikkaballapur,Karnataka,176835.41666666666,1072.0,668.0,98.0,1838.0,1.0,1.0,1.0,True,0.5832426550598476,0.3634385201305767,0.05331882480957562,biometric,0.7633368666340444,False
561207,Chikkaballapur,Karnataka,108799.5,4543.0,2472.0,340.0,7355.0,1.0,1.0,1.0,True,0.617675050985724,0.3360978925900748,0.046227056424201225,biometric,0.7338052002767477,False
561208,Chikkaballapur,Karnataka,65193.333333333336,2721.0,2559.0,254.0,5534.0,1.0,1.0,1.0,True,0.49168774846404045,0.4624141669678352,0.045898084568124324,biometric,0.7710995147641909,False
561209,Chikkaballapur,Karnataka,81760.41666666667,1303.0,799.0,96.0,2198.0,1.0,1.0,1.0,True,0.5928116469517744,0.3635122838944495,0.04367606915377616,biometric,0.7414533119863507,False
561210,Chikkaballapur,Karnataka,61341.083333333336,1456.0,841.0,143.0,2440.0,1.0,1.0,1.0,True,0.5967213114754099,0.34467213114754097,0.05860655737704918,biometric,0.7659510542636138,False
561211,Chikkaballapur,Karnataka,9919.25,1434.0,1046.0,134.0,2614.0,1.0,1.0,1.0,True,0.5485845447589901,0.4001530221882173,0.051262433052792655,biometric,0.7720389815530745,False
561212,Chikkaballapur,Karnataka,40767.333333333336,1283.0,625.0,101.0,2009.0,1.0,1.0,1.0,True,0.6386261821801892,0.31110004977600797,0.05027376804380289,biometric,0.7281625163538196,False
561213,Chikkaballapur,Karnataka,127444.0,2056.0,1540.0,159.0,3755.0,1.0,1.0,1.0,True,0.5475366178428762,0.41011984021304926,0.04234354194407457,biometric,0.7547935224886393,False
561228,Chikkaballapur,Karnataka,0.0,1184.0,593.0,82.0,1859.0,1.0,1.0,1.0,True,0.6369015599784831,0.3189887036040882,0.04410973641742873,biometric,0.7186138670775443,False
562101,Chikkaballapur,Karnataka,110516.16666666667,3776.0,4157.0,313.0,8246.0,1.0,1.0,1.0,True,0.45791899102595196,0.5041232112539413,0.03795779772010672,demographic,0.7528821557302782,False
562102,Chikkaballapur,Karnataka,91140.91666666667,2584.0,1489.0,193.0,4266.0,1.0,1.0,1.0,True,0.6057196436943273,0.3490389123300516,0.045241443975621194,biometric,0.7383083807546029,False
562103,Chikkaballapur,Karnataka,28903.833333333332,1460.0,852.0,106.0,2418.0,1.0,1.0,1.0,True,0.6038047973531845,0.3523573200992556,0.043837882547559964,biometric,0.7366217606911245,False
562104,Chikkaballapur,Karnataka,220637.33333333334,2147.0,1346.0,213.0,3706.0,1.0,1.0,1.0,True,0.5793308148947652,0.3631948192120885,0.05747436589314625,biometric,0.7721252026488078,False
562105,Chikkaballapur,Karnataka,0.0,4539.0,6104.0,426.0,11069.0,1.0,1.0,1.0,True,0.41006414310235795,0.5514499954828801,0.03848586141476195,demographic,0.7456132673101955,False
562106,Bangalore,Karnataka,76142.66666666667,5597.0,3498.0,465.0,9560.0,1.0,1.0,1.0,True,0.5854602510460251,0.36589958158995817,0.04864016736401674,biometric,0.754004337116497,False
562107,Bengaluru,Karnataka,62569.333333333336,4160.0,2711.0,249.0,7120.0,1.0,1.0,1.0,True,0.5842696629213483,0.38075842696629214,0.03497191011235955,biometric,0.7271964662549193,False
562108,Ramanagar,Karnataka,36845.25,1681.0,766.0,132.0,2579.0,1.0,1.0,1.0,True,0.6518030244280729,0.2970143466459868,0.051182628925940284,biometric,0.7206190782710897,False
562109,Bengaluru,Karnataka,87871.5,3710.0,2147.0,236.0,6093.0,1.0,1.0,1.0,True,0.608895453799442,0.3523715739373051,0.03873297226325291,biometric,0.7241404398670105,False
562110,Bangalore,Karnataka,73183.25,5053.0,6892.0,520.0,12465.0,1.0,1.0,1.0,True,0.4053750501403931,0.5529081427998396,0.041716807059767345,demographic,0.7520320157111732,False
562111,Bangalore Rural,Karnataka,86908.16666666667,2036.0,1288.0,152.0,3476.0,1.0,1.0,1.0,True,0.5857307249712314,0.3705408515535098,0.04372842347525892,biometric,0.7446063398139833,False
562112,Bengaluru South,Karnataka,29984.75,2862.0,1234.0,220.0,4316.0,1.0,1.0,1.0,True,0.6631139944392956,0.2859128822984245,0.05097312326227989,biometric,0.7119112799585989,False
562114,Bangalore Rural,Karnataka,120878.58333333333,7196.0,7451.0,569.0,15216.0,1.0,1.0,1.0,True,0.47292323869610936,0.4896819137749737,0.03739484752891693,demographic,0.7524544634072513,False
562117,Bengaluru South,Karnataka,106278.25,6853.0,6416.0,470.0,13739.0,1.0,1.0,1.0,True,0.49879903923138513,0.46699177523837254,0.034209185530242374,biometric,0.7445697816483554,False
562119,Ramanagar,Karnataka,48384.833333333336,2956.0,2919.0,171.0,6046.0,1.0,1.0,1.0,True,0.48891829308633805,0.48279854449222626,0.02828316242143566,biometric,0.7302359405420897,False
562120,Bengaluru,Karnataka,62256.833333333336,3497.0,2293.0,255.0,6045.0,1.0,1.0,1.0,True,0.578494623655914,0.3793217535153019,0.04218362282878412,biometric,0.7444574909743151,False
562121,Ramanagar,Karnataka,29708.166666666668,936.0,521.0,91.0,1548.0,1.0,1.0,1.0,True,0.6046511627906976,0.3365633074935401,0.05878552971576227,biometric,0.7621424947616542,False
562122,Bangalore Rural,Karnataka,78711.66666666667,2675.0,1375.0,164.0,4214.0,1.0,1.0,1.0,True,0.6347887992406265,0.32629330802088274,0.03891789273849074,biometric,0.7102252366733596,False
562123,Bangalore,Karnataka,57174.166666666664,8234.0,6507.0,524.0,15265.0,1.0,1.0,1.0,True,0.5394038650507698,0.4262692433671798,0.03432689158205044,biometric,0.7392838410986762,False
562125,Bengaluru,Karnataka,40905.75,3540.0,5925.0,771.0,10236.0,1.0,1.0,1.0,True,0.34583821805392734,0.5788393903868698,0.07532239155920281,demographic,0.7996056385553706,False
562126,Ramanagar,Karnataka,26307.666666666668,2139.0,1517.0,135.0,3791.0,1.0,1.0,1.0,True,0.5642310735953574,0.40015826958586126,0.035610656818781325,biometric,0.7356308367157066,False
562127,Bengaluru South,Karnataka,51852.916666666664,2219.0,1109.0,180.0,3508.0,1.0,1.0,1.0,True,0.6325541619156214,0.3161345496009122,0.05131128848346636,biometric,0.7337859134421633,False
562128,Bengaluru South,Karnataka,15727.583333333334,1182.0,453.0,66.0,1701.0,1.0,1.0,1.0,True,0.6948853615520282,0.26631393298059963,0.03880070546737213,biometric,0.6657256566998674,False
562129,Bangalore Rural,Karnataka,44724.25,2387.0,1235.0,159.0,3781.0,1.0,1.0,1.0,True,0.6313144670722031,0.32663316582914576,0.04205236709865115,biometric,0.7182758013147279,False
562130,Bengaluru,Karnataka,61178.083333333336,4028.0,1684.0,176.0,5888.0,1.0,1.0,1.0,True,0.6841032608695652,0.2860054347826087,0.029891304347826088,biometric,0.6577817853596839,False
562131,Ramanagar,Karnataka,60938.166666666664,1299.0,434.0,97.0,1830.0,1.0,1.0,1.0,True,0.7098360655737705,0.2371584699453552,0.053005464480874315,biometric,0.673804048086531,False
562132,Bangalore Rural,Karnataka,39031.583333333336,1054.0,755.0,82.0,1891.0,1.0,1.0,1.0,True,0.5573770491803278,0.39925965097831834,0.04336329984135378,biometric,0.7540895864314074,False
562135,Bangalore Rural,Karnataka,41669.416666666664,3726.0,1275.0,197.0,5198.0,1.0,1.0,1.0,True,0.7168141592920354,0.24528664871104272,0.03789919199692189,biometric,0.6439038897931647,False
562138,Bengaluru South,Karnataka,81237.91666666667,3189.0,3455.0,276.0,6920.0,1.0,1.0,1.0,True,0.46083815028901737,0.49927745664739887,0.039884393063583816,demographic,0.7575996709077195,False
562149,Bengaluru,Karnataka,24516.0,2696.0,1222.0,179.0,4097.0,1.0,1.0,1.0,True,0.6580424701000732,0.2982670246521845,0.04369050524774225,biometric,0.7036088641068761,False
562157,Bengaluru,Karnataka,27698.083333333332,2256.0,1168.0,222.0,3646.0,1.0,1.0,1.0,True,0.6187602852441031,0.32035106966538673,0.060888645090510146,biometric,0.7574149260171352,False
562159,Ramanagar,Karnataka,85075.58333333333,8972.0,7322.0,601.0,16895.0,1.0,1.0,1.0,True,0.531044687777449,0.43338265759100325,0.035572654631547795,biometric,0.7437981532184642,False
562160,Bengaluru South,Karnataka,61523.166666666664,4999.0,4654.0,656.0,10309.0,1.0,1.0,1.0,True,0.4849160927345038,0.4514501891551072,0.06363371811038898,biometric,0.8058278692078794,False
562161,Ramanagar,Karnataka,3735.75,204.0,72.0,10.0,286.0,1.0,1.0,1.0,True,0.7132867132867133,0.2517482517482518,0.03496503496503497,biometric,0.6421685791826304,False
562162,Bangalore Rural,Karnataka,55930.0,638.0,719.0,37.0,1394.0,1.0,1.0,1.0,True,0.45767575322812054,0.5157819225251076,0.02654232424677188,demographic,0.7241168061193126,False
562163,Bengaluru Rural,Karnataka,53689.083333333336,145.0,65.0,2.0,212.0,1.0,1.0,1.0,True,0.6839622641509434,0.30660377358490565,0.009433962264150943,biometric,0.6064616146226428,False
562166,Bengaluru,Karnataka,7576.166666666667,32.0,14.0,0.0,46.0,1.0,1.0,0.0,True,0.6956521739130435,0.30434782608695654,0.0,biometric,0.5593450270392609,False
563101,Kolar,Karnataka,106931.33333333333,11125.0,12827.0,889.0,24841.0,1.0,1.0,1.0,True,0.44784831528521396,0.5163640755203092,0.03578760919447687,demographic,0.7465986139217884,False
563102,Kolar,Karnataka,0.0,37.0,12.0,0.0,49.0,1.0,1.0,0.0,True,0.7551020408163265,0.24489795918367346,0.0,biometric,0.5066939915924144,False
563113,Chikkaballapur,Karnataka,112937.16666666667,1256.0,469.0,102.0,1827.0,1.0,1.0,1.0,True,0.6874657909140668,0.2567049808429119,0.05582922824302135,biometric,0.6988731055535962,False
563114,Kolar,Karnataka,101085.08333333333,5231.0,3411.0,326.0,8968.0,1.0,1.0,1.0,True,0.5832961641391614,0.38035236396074934,0.03635147190008921,biometric,0.7305487240035372,False
563115,Kolar,Karnataka,0.0,651.0,330.0,19.0,1000.0,1.0,1.0,1.0,True,0.651,0.33,0.019,biometric,0.6559189194960076,False
563116,Kolar,Karnataka,64192.083333333336,2977.0,1229.0,203.0,4409.0,1.0,1.0,1.0,True,0.6752097981401678,0.27874801542299843,0.04604218643683375,biometric,0.6945026471620359,False
563117,Kolar,Karnataka,73398.41666666667,791.0,214.0,38.0,1043.0,1.0,1.0,1.0,True,0.7583892617449665,0.20517737296260785,0.0364333652924257,biometric,0.5965640245416373,False
563118,Kolar,Karnataka,0.0,590.0,237.0,48.0,875.0,1.0,1.0,1.0,True,0.6742857142857143,0.27085714285714285,0.054857142857142854,biometric,0.7088690329460373,False
563119,Kolar,Karnataka,0.0,777.0,260.0,35.0,1072.0,1.0,1.0,1.0,True,0.7248134328358209,0.24253731343283583,0.03264925373134328,biometric,0.6267693678148175,False
563120,Kolar,Karnataka,0.0,1564.0,527.0,88.0,2179.0,1.0,1.0,1.0,True,0.7177604405690684,0.24185406149609912,0.04038549793483249,biometric,0.6471113963031309,False
563121,Kolar,Karnataka,0.0,2462.0,974.0,157.0,3593.0,1.0,1.0,1.0,True,0.685221263568049,0.2710826607291957,0.043696075702755355,biometric,0.6823754359679478,False
563122,Kolar,Karnataka,0.0,2527.0,823.0,143.0,3493.0,1.0,1.0,1.0,True,0.7234468937875751,0.2356140853134841,0.04093902089894074,biometric,0.6422849055147978,False
563123,Chikkaballapur,Karnataka,42961.5,772.0,669.0,61.0,1502.0,1.0,1.0,1.0,True,0.5139813581890812,0.44540612516644473,0.04061251664447404,biometric,0.7577101846456757,False
563124,Chikkaballapur,Karnataka,36348.5,1563.0,966.0,116.0,2645.0,1.0,1.0,1.0,True,0.5909262759924385,0.3652173913043478,0.04385633270321361,biometric,0.7426336024077181,False
563125,Kolar,Karnataka,133741.66666666666,7527.0,5894.0,579.0,14000.0,1.0,1.0,1.0,True,0.5376428571428571,0.421,0.041357142857142856,biometric,0.755134657530297,False
563126,Kolar,Karnataka,66280.66666666667,2274.0,982.0,152.0,3408.0,1.0,1.0,1.0,True,0.6672535211267606,0.2881455399061033,0.04460093896713615,biometric,0.6983413034630892,False
563127,Kolar,Karnataka,51464.833333333336,1683.0,755.0,115.0,2553.0,1.0,1.0,1.0,True,0.6592244418331374,0.2957305131218175,0.04504504504504504,biometric,0.7050961470064382,False
563128,Kolar,Karnataka,38412.25,1982.0,1210.0,166.0,3358.0,1.0,1.0,1.0,True,0.5902322811197142,0.36033353186420486,0.049434187016081,biometric,0.7533588177956564,False
563129,Kolar,Karnataka,47459.666666666664,1428.0,939.0,206.0,2573.0,1.0,1.0,1.0,True,0.5549941702293043,0.3649436455499417,0.08006218422075398,biometric,0.8163026414531185,False
563130,Kolar,Karnataka,161753.5,5724.0,3253.0,336.0,9313.0,1.0,1.0,1.0,True,0.614624718135939,0.3492966820573392,0.03607859980672179,biometric,0.7158318208530637,False
563131,Kolar,Karnataka,153021.66666666666,6820.0,4200.0,484.0,11504.0,1.0,1.0,1.0,True,0.5928372739916551,0.3650904033379694,0.04207232267037552,biometric,0.7383183344076572,False
563132,Kolar,Karnataka,57396.833333333336,2620.0,1302.0,237.0,4159.0,1.0,1.0,1.0,True,0.6299591247896129,0.31305602308247177,0.05698485212791536,biometric,0.7445202149201161,False
